internal_id,Award ID,Recipient Name,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,Contract Award Type,Award Description,NAICS Code,NAICS Description,Place of Performance City Code,Place of Performance State Code,Place of Performance Country Code,awarding_agency_id,agency_slug,generated_internal_id
291528736,75FCMC22C0038,"MAXIMUS FEDERAL SERVICES, INC.",2022-08-31,2026-09-10,2779736793.0,Department of Health and Human Services,Centers for Medicare and Medicaid Services,DEFINITIVE CONTRACT,,,,,VA,USA,806,department-of-health-and-human-services,CONT_AWD_75FCMC22C0038_7530_-NONE-_-NONE-
307243159,HQ027615C0003,RAYTHEON COMPANY,2015-07-22,2026-08-31,2760634389.93,Department of Defense,Missile Defense Agency,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_HQ027615C0003_9700_-NONE-_-NONE-
309499304,N0001924C0025,THE BOEING COMPANY,2024-02-29,2030-09-30,2739718834.0,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,WA,USA,1173,department-of-defense,CONT_AWD_N0001924C0025_9700_-NONE-_-NONE-
307255027,HQ086220C0002,RAYTHEON COMPANY,2020-06-26,2032-08-31,2738715982.65,Department of Defense,Missile Defense Agency,DEFINITIVE CONTRACT,,,,,MA,USA,1173,department-of-defense,CONT_AWD_HQ086220C0002_9700_-NONE-_-NONE-
298588656,FA873023C0025,THE BOEING COMPANY,2023-02-28,2031-08-30,2733467927.0,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,WA,USA,1173,department-of-defense,CONT_AWD_FA873023C0025_9700_-NONE-_-NONE-
298473701,FA824018C7218,JT4 LLC,2018-04-16,2026-09-30,2722542101.18,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,NV,USA,1173,department-of-defense,CONT_AWD_FA824018C7218_9700_-NONE-_-NONE-
309506481,N0002416C2106,"BECHTEL PLANT MACHINERY, INC.",2015-12-30,2033-09-30,2708595970.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,PA,USA,1173,department-of-defense,CONT_AWD_N0002416C2106_9700_-NONE-_-NONE-
309494517,N0001917C0020,RTX CORPORATION,2016-11-08,2021-09-30,2682738779.93,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_N0001917C0020_9700_-NONE-_-NONE-
309505514,N0002413C2108,HUNTINGTON INGALLS INC,2013-03-29,2016-11-29,2676691465.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,VA,USA,1173,department-of-defense,CONT_AWD_N0002413C2108_9700_-NONE-_-NONE-
309494474,N0001916C0048,SIKORSKY AIRCRAFT CORPORATION,2016-04-18,2027-01-31,2659159500.79,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_N0001916C0048_9700_-NONE-_-NONE-
358931047,70B01C26F00000405,FISHER SAND & GRAVEL CO,2026-06-03,2027-07-27,2594040000.0,Department of Homeland Security,U.S. Customs and Border Protection,DELIVERY ORDER,,,,,TX,USA,766,department-of-homeland-security,CONT_AWD_70B01C26F00000405_7014_70B01C26D00000012_7014
309504150,N0002409C2107,HUNTINGTON INGALLS INC,2009-08-26,2013-09-25,2574356598.29,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,VA,USA,1173,department-of-defense,CONT_AWD_N0002409C2107_9700_-NONE-_-NONE-
309504839,N0002411C2306,BATH IRON WORKS CORPORATION,2011-09-15,2025-06-29,2551812435.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,ME,USA,1173,department-of-defense,CONT_AWD_N0002411C2306_9700_-NONE-_-NONE-
309514561,N0002424C2114,"BECHTEL PLANT MACHINERY, INC.",2023-12-22,2035-09-30,2542667076.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,PA,USA,1173,department-of-defense,CONT_AWD_N0002424C2114_9700_-NONE-_-NONE-
291816095,80MSFC20C0052,THE BOEING COMPANY,2019-10-16,2028-07-01,2530079189.0,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,,,,,AL,USA,862,national-aeronautics-and-space-administration,CONT_AWD_80MSFC20C0052_8000_-NONE-_-NONE-
299989439,GSFC0198106DNAS526555,"ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY, INC.",1987-09-15,2026-08-26,2517978040.0,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,,,,,MD,USA,862,national-aeronautics-and-space-administration,CONT_AWD_GSFC0198106DNAS526555_8000_-NONE-_-NONE-
298580892,FA867523C0037,RAYTHEON COMPANY,2023-06-20,2030-12-30,2512922035.4,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_FA867523C0037_9700_-NONE-_-NONE-
309521349,N0003022C1025,LOCKHEED MARTIN CORP,2021-11-10,2029-04-30,2512869709.63,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CO,USA,1173,department-of-defense,CONT_AWD_N0003022C1025_9700_-NONE-_-NONE-
349866941,W912EP24C0018,THALLE CONSTRUCTION CO INC,2024-09-27,2034-12-02,2510603694.68,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,FL,USA,1173,department-of-defense,CONT_AWD_W912EP24C0018_9700_-NONE-_-NONE-
309514570,N0002424C2301,NATIONAL STEEL AND SHIPBUILDING COMPANY,2024-09-09,2036-01-17,2502010119.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CA,USA,1173,department-of-defense,CONT_AWD_N0002424C2301_9700_-NONE-_-NONE-
298615508,FA881013C0001,LOCKHEED MARTIN CORP,2013-02-19,2023-02-28,2491233025.25,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,CA,USA,1173,department-of-defense,CONT_AWD_FA881013C0001_9700_-NONE-_-NONE-
348950564,W31P4Q23F0024,LOCKHEED MARTIN CORPORATION,2022-10-31,2027-10-31,2489288587.67,Department of Defense,Department of the Army,DELIVERY ORDER,,,,,TX,USA,1173,department-of-defense,CONT_AWD_W31P4Q23F0024_9700_W31P4Q23D0003_9700
349053267,W56HZV23C0024,BAE SYSTEMS LAND & ARMAMENTS L.P.,2023-03-03,2028-05-31,2479580090.0,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,PA,USA,1173,department-of-defense,CONT_AWD_W56HZV23C0024_9700_-NONE-_-NONE-
309494503,N0001917C0003,THE BOEING COMPANY,2017-02-27,2026-07-31,2444992704.44,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,MO,USA,1173,department-of-defense,CONT_AWD_N0001917C0003_9700_-NONE-_-NONE-
292037083,89303523FEM400032,UNITED CLEANUP OAK RIDGE LLC,2023-05-17,2032-02-27,2409248908.0,Department of Energy,Department of Energy,DELIVERY ORDER,,,,,TN,USA,930,department-of-energy,CONT_AWD_89303523FEM400032_8900_89303322DEM000067_8900
292027803,89243024CSC000002,"FERMI FORWARD DISCOVERY GROUP, LLC",2024-09-30,2029-12-31,2404483872.69,Department of Energy,Department of Energy,DEFINITIVE CONTRACT,,,,,IL,USA,930,department-of-energy,CONT_AWD_89243024CSC000002_8900_-NONE-_-NONE-
307253970,HQ085621C0003,NORTHROP GRUMMAN SYSTEMS CORPORATION,2021-03-25,2028-12-31,2395436919.18,Department of Defense,Missile Defense Agency,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_HQ085621C0003_9700_-NONE-_-NONE-
298622392,FA910115C0500,"NATIONAL AEROSPACE SOLUTIONS, LLC",2015-06-10,2024-09-30,2391644528.17,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,TN,USA,1173,department-of-defense,CONT_AWD_FA910115C0500_9700_-NONE-_-NONE-
292037330,89303723FEM400292,"SAVANNAH RIVER MISSION COMPLETION, LLC",2023-10-01,2031-10-26,2373307167.02,Department of Energy,Department of Energy,DELIVERY ORDER,,,,,SC,USA,930,department-of-energy,CONT_AWD_89303723FEM400292_8900_89303322DEM000068_8900
309495870,N0001919C0013,LOCKHEED MARTIN CORPORATION,2018-11-14,2029-03-30,2356006918.46,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,NY,USA,1173,department-of-defense,CONT_AWD_N0001919C0013_9700_-NONE-_-NONE-
349037797,W56HZV10C0077,CANADIAN COMMERCIAL CORPORATION,2009-11-24,2025-10-31,2344291363.92,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,,CAN,1173,department-of-defense,CONT_AWD_W56HZV10C0077_9700_-NONE-_-NONE-
307885828,HT940221C0007,EVERNORTH FEDERAL SERVICES INC,2021-09-23,2026-12-31,2329597954.34,Department of Defense,Defense Health Agency,DEFINITIVE CONTRACT,,,,,MO,USA,1173,department-of-defense,CONT_AWD_HT940221C0007_9700_-NONE-_-NONE-
295168511,DAAA0998E0006,BAE SYSTEMS ORDNANCE SYSTEMS INC.,1999-10-19,2027-03-31,2317804252.92,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,TN,USA,1173,department-of-defense,CONT_AWD_DAAA0998E0006_9700_-NONE-_-NONE-
309496634,N0001920C0047,SIKORSKY AIRCRAFT CORPORATION,2020-03-26,2027-08-31,2310726485.75,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_N0001920C0047_9700_-NONE-_-NONE-
278745935,19AQMM23F0766,XATOR LLC,2023-03-01,2026-02-28,2309491422.64,Department of State,Department of State,DELIVERY ORDER,,,,,,QAT,315,department-of-state,CONT_AWD_19AQMM23F0766_1900_19AQMM19D0119_1900
355619033,W58RGZ26C0002,THE BOEING COMPANY,2025-11-25,2032-05-30,2295831204.0,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_W58RGZ26C0002_9700_-NONE-_-NONE-
349009046,W52P1J19F0394,"KBR SERVICES, LLC",2019-04-12,2027-03-29,2292772781.18,Department of Defense,Department of the Army,DELIVERY ORDER,,,,,,POL,1173,department-of-defense,CONT_AWD_W52P1J19F0394_9700_W52P1J19D0044_9700
298454341,FA821413C0001,BAE SYSTEMS TECHNOLOGY SOLUTIONS & SERVICES INC.,2013-08-01,2026-07-31,2262462537.06,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,MD,USA,1173,department-of-defense,CONT_AWD_FA821413C0001_9700_-NONE-_-NONE-
355788297,FA865925CB003,RAYTHEON COMPANY,2025-07-31,2029-11-30,2248982500.3,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_FA865925CB003_9700_-NONE-_-NONE-
348950516,W31P4Q23C0005,LOCKHEED MARTIN CORPORATION,2023-03-30,2028-09-30,2213842633.09,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,FL,USA,1173,department-of-defense,CONT_AWD_W31P4Q23C0005_9700_-NONE-_-NONE-
272747137,0007,"KBR SERVICES, LLC",2014-12-16,2023-09-30,2207263443.51,Department of Defense,Department of the Army,DELIVERY ORDER,,,,,,IRQ,1173,department-of-defense,CONT_AWD_0007_9700_W52P1J07D0009_9700
349009051,W52P1J19F0400,VECTRUS SYSTEMS LLC,2019-04-12,2026-06-30,2203610702.76,Department of Defense,Department of the Army,DELIVERY ORDER,,,,,,KWT,1173,department-of-defense,CONT_AWD_W52P1J19F0400_9700_W52P1J19D0045_9700
309498692,N0001923F0002,LOCKHEED MARTIN CORPORATION,2023-01-01,2030-05-31,2198479923.74,Department of Defense,Department of the Navy,DELIVERY ORDER,,,,,TX,USA,1173,department-of-defense,CONT_AWD_N0001923F0002_9700_N0001919G0008_9700
298615509,FA881013C0002,LOCKHEED MARTIN CORP,2013-03-15,2025-04-30,2194921223.67,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,CA,USA,1173,department-of-defense,CONT_AWD_FA881013C0002_9700_-NONE-_-NONE-
298580831,FA867521C0034,RAYTHEON COMPANY,2021-03-26,2027-06-30,2177560015.51,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_FA867521C0034_9700_-NONE-_-NONE-
295475814,DEAC0209CH11466,THE TRUSTEES OF PRINCETON UNIVERSITY,2009-01-31,2027-03-31,2170949215.38,Department of Energy,Department of Energy,DEFINITIVE CONTRACT,,,,,NJ,USA,930,department-of-energy,CONT_AWD_DEAC0209CH11466_8900_-NONE-_-NONE-
307253425,HQ085120C0002,RAYTHEON COMPANY,2020-03-27,2027-03-26,2147446227.49,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_HQ085120C0002_9700_-NONE-_-NONE-
348950886,W31P4Q24C0024,RAYTHEON COMPANY,2024-07-31,2031-03-13,2141322930.0,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,MA,USA,1173,department-of-defense,CONT_AWD_W31P4Q24C0024_9700_-NONE-_-NONE-
307243151,HQ027610C0005,RAYTHEON COMPANY,2010-09-01,2022-06-30,2139893963.44,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_HQ027610C0005_9700_-NONE-_-NONE-
291057065,693KA821F00222,HARRIS CORPORATION,2021-07-01,2024-09-30,2099573343.09,Department of Transportation,Federal Aviation Administration,DELIVERY ORDER,,,,,DC,USA,731,department-of-transportation,CONT_AWD_693KA821F00222_6920_DTFA0102D03006_6920
309495122,N0001918C1048,LOCKHEED MARTIN CORPORATION,2018-05-24,2027-11-30,2097972895.35,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_N0001918C1048_9700_-NONE-_-NONE-
298558110,FA862616C2138,GENERAL ELECTRIC COMPANY,2016-06-30,2024-06-30,2090921087.07,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,OH,USA,1173,department-of-defense,CONT_AWD_FA862616C2138_9700_-NONE-_-NONE-
307430872,HSCG2316CAFR625,"BOLLINGER SHIPYARDS LOCKPORT, L.L.C.",2016-05-04,2026-06-02,2075724899.08,Department of Homeland Security,U.S. Coast Guard,DEFINITIVE CONTRACT,,,,,LA,USA,766,department-of-homeland-security,CONT_AWD_HSCG2316CAFR625_7008_-NONE-_-NONE-
309514577,N0002424C2473,HUNTINGTON INGALLS INCORPORATED,2024-09-20,2035-09-01,2067000000.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,MS,USA,1173,department-of-defense,CONT_AWD_N0002424C2473_9700_-NONE-_-NONE-
349049126,W56HZV20C0050,OSHKOSH DEFENSE LLC,2020-03-13,2026-09-25,2066003284.43,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,WI,USA,1173,department-of-defense,CONT_AWD_W56HZV20C0050_9700_-NONE-_-NONE-
309496607,N0001920C0003,THE BOEING COMPANY,2020-05-13,2029-06-29,2058655011.17,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,MO,USA,1173,department-of-defense,CONT_AWD_N0001920C0003_9700_-NONE-_-NONE-
298560091,FA863422F0035,THE BOEING COMPANY,2022-09-29,2031-12-31,2039776433.36,Department of Defense,Department of the Air Force,DELIVERY ORDER,,,,,MO,USA,1173,department-of-defense,CONT_AWD_FA863422F0035_9700_FA863420D2704_9700
309499311,N0001924C0032,RAYTHEON COMPANY,2024-09-27,2029-09-28,2037514988.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_N0001924C0032_9700_-NONE-_-NONE-
311365750,NNG09HR00C,LOCKHEED MARTIN CORP,2008-12-04,2039-04-30,2032336134.57,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,,,,,CO,USA,862,national-aeronautics-and-space-administration,CONT_AWD_NNG09HR00C_8000_-NONE-_-NONE-
309500450,N0001996C0054,BELL HELICOPTER TEXTRON INC,1996-12-24,2010-09-16,2032188650.77,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_N0001996C0054_9700_-NONE-_-NONE-
309508749,N0002419C2210,"BOLLINGER MISSISSIPPI SHIPBUILDING, LLC",2019-04-23,2030-05-01,2019738356.06,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,MS,USA,1173,department-of-defense,CONT_AWD_N0002419C2210_9700_-NONE-_-NONE-
295476957,DEAC2901AL66444,WASHINGTON TRU SOLUTIONS LLC,2000-12-14,2012-09-30,2007900739.8,Department of Energy,Department of Energy,DEFINITIVE CONTRACT,,,,,NM,USA,930,department-of-energy,CONT_AWD_DEAC2901AL66444_8900_-NONE-_-NONE-
349045341,W56HZV15CA001,BAE SYSTEMS LAND AND ARMAMENTS L.P.,2014-12-23,2026-05-30,2006654646.36,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,PA,USA,1173,department-of-defense,CONT_AWD_W56HZV15CA001_9700_-NONE-_-NONE-
295522037,DEFE0011020,"FLUOR FEDERAL PETROLEUM OPERATIONS, LLC",2014-04-01,2025-12-31,1996329703.46,Department of Energy,Department of Energy,DEFINITIVE CONTRACT,,,,,LA,USA,930,department-of-energy,CONT_AWD_DEFE0011020_8900_-NONE-_-NONE-
298615020,FA880615C0001,RANGE GENERATION NEXT LLC,2014-11-06,2026-01-31,1972677478.11,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,VA,USA,1173,department-of-defense,CONT_AWD_FA880615C0001_9700_-NONE-_-NONE-
309503083,N0002406C2115,HUNTINGTON INGALLS INC,2005-11-29,2009-03-13,1957373076.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,VA,USA,1173,department-of-defense,CONT_AWD_N0002406C2115_9700_-NONE-_-NONE-
298557913,FA862518F7028,LOCKHEED MARTIN CORP,2018-07-18,2026-07-31,1949541131.1,Department of Defense,Department of the Air Force,DELIVERY ORDER,,,,,GA,USA,1173,department-of-defense,CONT_AWD_FA862518F7028_9700_FA862516D6458_9700
309496010,N0001919F2474,LOCKHEED MARTIN CORPORATION,2018-11-14,2025-02-14,1940842446.62,Department of Defense,Department of the Navy,DELIVERY ORDER,,,,,TX,USA,1173,department-of-defense,CONT_AWD_N0001919F2474_9700_N0001914G0020_9700
349456479,W911XK22C0006,"KOKOSING ALBERICI TRAYLOR, LLC",2022-06-30,2029-07-08,1936781003.61,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,MI,USA,1173,department-of-defense,CONT_AWD_W911XK22C0006_9700_-NONE-_-NONE-
291815628,80MSFC18C0011,"AMENTUM TECHNOLOGY, INC.",2017-12-01,2026-11-30,1930675316.56,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,,,,,AL,USA,862,national-aeronautics-and-space-administration,CONT_AWD_80MSFC18C0011_8000_-NONE-_-NONE-
309495118,N0001918C1041,LOCKHEED MARTIN CORPORATION,2018-04-30,2019-04-30,1914366871.75,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_N0001918C1041_9700_-NONE-_-NONE-
309496627,N0001920C0032,LOCKHEED MARTIN CORPORATION,2020-07-17,2029-12-30,1904520982.28,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_N0001920C0032_9700_-NONE-_-NONE-
309503530,N0002407C6119,RAYTHEON COMPANY,2007-05-14,2018-09-30,1904305418.03,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_N0002407C6119_9700_-NONE-_-NONE-
349074145,W58RGZ19C0027,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",2019-04-24,2027-04-23,1896157069.11,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,CA,USA,1173,department-of-defense,CONT_AWD_W58RGZ19C0027_9700_-NONE-_-NONE-
309508759,N0002419C2235,NATIONAL STEEL AND SHIPBUILDING COMPANY,2018-10-16,2027-08-23,1889785638.07,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CA,USA,1173,department-of-defense,CONT_AWD_N0002419C2235_9700_-NONE-_-NONE-
307243161,HQ027615C0005,RAYTHEON COMPANY,2015-04-30,2025-12-31,1861040363.03,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_HQ027615C0005_9700_-NONE-_-NONE-
309496610,N0001920C0006,LOCKHEED MARTIN CORPORATION,2019-12-30,2021-12-30,1857559785.7,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_N0001920C0006_9700_-NONE-_-NONE-
350199502,W912PL19C0015,SOUTHWEST VALLEY CONSTRUCTORS CO,2019-05-15,2021-09-07,1857177427.39,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_W912PL19C0015_9700_-NONE-_-NONE-
348946836,W31P4Q15C0151,LOCKHEED MARTIN CORPORATION,2015-09-14,2023-01-06,1841506960.81,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,,,,FL,USA,1173,department-of-defense,CONT_AWD_W31P4Q15C0151_9700_-NONE-_-NONE-
309494509,N0001917C0010,RTX CORPORATION,2016-12-01,2022-11-30,1838656695.12,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CT,USA,1173,department-of-defense,CONT_AWD_N0001917C0010_9700_-NONE-_-NONE-
296763037,DOCDG133E09CN0094,"L3HARRIS TECHNOLOGIES, INC.",2009-05-27,2024-01-31,1826088581.86,Department of Commerce,National Oceanic and Atmospheric Administration,DEFINITIVE CONTRACT,,,,,FL,USA,183,department-of-commerce,CONT_AWD_DOCDG133E09CN0094_1330_-NONE-_-NONE-
310546489,N4008521C0077,381 CONSTRUCTORS,2021-08-13,2029-03-30,1820300099.37,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,ME,USA,1173,department-of-defense,CONT_AWD_N4008521C0077_9700_-NONE-_-NONE-
309505587,N0002413C5116,LOCKHEED MARTIN CORPORATION,2013-03-04,2025-03-31,1812244593.06,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,NJ,USA,1173,department-of-defense,CONT_AWD_N0002413C5116_9700_-NONE-_-NONE-
309495866,N0001919C0008,NORTHROP GRUMMAN SYSTEMS CORPORATION,2019-05-29,2029-01-31,1811548807.37,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CA,USA,1173,department-of-defense,CONT_AWD_N0001919C0008_9700_-NONE-_-NONE-
309495099,N0001918C1012,THE BOEING COMPANY,2018-08-30,2028-12-30,1806623532.79,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,MO,USA,1173,department-of-defense,CONT_AWD_N0001918C1012_9700_-NONE-_-NONE-
309498018,N0001922C0041,LOCKHEED MARTIN CORPORATION,2022-05-17,2027-03-31,1805581836.44,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_N0001922C0041_9700_-NONE-_-NONE-
309494448,N0001916C0002,RAYTHEON COMPANY,2016-04-13,2026-09-30,1795489000.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CA,USA,1173,department-of-defense,CONT_AWD_N0001916C0002_9700_-NONE-_-NONE-
354185913,70B01C26F00000073,FISHER SAND & GRAVEL CO,2026-01-07,2028-08-31,1787500000.0,Department of Homeland Security,U.S. Customs and Border Protection,DELIVERY ORDER,,,,,NM,USA,766,department-of-homeland-security,CONT_AWD_70B01C26F00000073_7014_70B01C26D00000012_7014
309494289,N0001913C0023,BELL TEXTRON INC,2013-04-01,2019-10-31,1782171428.98,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_N0001913C0023_9700_-NONE-_-NONE-
291582782,75N91020F00003,LEIDOS BIOMEDICAL RESEARCH INC,2020-08-31,2024-09-27,1775380496.13,Department of Health and Human Services,National Institutes of Health,DELIVERY ORDER,,,,,MD,USA,806,department-of-health-and-human-services,CONT_AWD_75N91020F00003_7529_75N91019D00024_7529
298580687,FA867515C0022,RAYTHEON COMPANY,2014-12-22,2027-12-30,1769825200.93,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,AZ,USA,1173,department-of-defense,CONT_AWD_FA867515C0022_9700_-NONE-_-NONE-
309494401,N0001915C0031,LOCKHEED MARTIN CORPORATION,2014-11-01,2026-02-28,1764499475.16,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,TX,USA,1173,department-of-defense,CONT_AWD_N0001915C0031_9700_-NONE-_-NONE-
291493206,75A50120C00034,"MODERNATX, INC.",2020-04-03,2025-06-15,1754345480.45,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,DEFINITIVE CONTRACT,,,,,MA,USA,806,department-of-health-and-human-services,CONT_AWD_75A50120C00034_7505_-NONE-_-NONE-
291816734,80MSFC23CA014,"BLUE ORIGIN MANUFACTURING, LLC",2023-05-18,2029-01-23,1738511190.15,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,,,,,AL,USA,862,national-aeronautics-and-space-administration,CONT_AWD_80MSFC23CA014_8000_-NONE-_-NONE-
298553954,FA861517C6047,NORTHROP GRUMMAN SYSTEMS CORPORATION,2017-05-31,2029-01-29,1730517759.3,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,MD,USA,1173,department-of-defense,CONT_AWD_FA861517C6047_9700_-NONE-_-NONE-
298615641,FA881119C0002,"UNITED LAUNCH SERVICES, LLC",2018-10-24,2024-11-30,1728709520.93,Department of Defense,Defense Contract Management Agency,DEFINITIVE CONTRACT,,,,,CO,USA,1173,department-of-defense,CONT_AWD_FA881119C0002_9700_-NONE-_-NONE-
309494359,N0001914C0037,GENERAL ATOMICS,2014-05-08,2030-01-30,1726726793.3,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,,,,CA,USA,1173,department-of-defense,CONT_AWD_N0001914C0037_9700_-NONE-_-NONE-
297729755,F1962800C0100,NORTHROP GRUMMAN SYSTEMS CORPORATION,2000-01-11,2021-09-30,1726084211.32,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,,,,CA,USA,1173,department-of-defense,CONT_AWD_F1962800C0100_9700_-NONE-_-NONE-
357789817,70B01C26F00000345,SOUTHWEST VALLEY CONSTRUCTORS CO,2026-05-11,2027-05-11,1720040000.0,Department of Homeland Security,U.S. Customs and Border Protection,DELIVERY ORDER,,,,,TX,USA,766,department-of-homeland-security,CONT_AWD_70B01C26F00000345_7014_70B01C26D00000007_7014
292037536,89303921FEM400037,"CENTRAL PLATEAU CLEANUP COMPANY, LLC",2021-08-16,2024-09-30,1701793004.73,Department of Energy,Department of Energy,DELIVERY ORDER,,,,,WA,USA,930,department-of-energy,CONT_AWD_89303921FEM400037_8900_89303320DEM000030_8900
297062709,DTFAWA10C00080,THE MITRE CORPORATION,2010-07-07,2021-09-30,1701696966.84,Department of Transportation,Federal Aviation Administration,DEFINITIVE CONTRACT,,,,,VA,USA,731,department-of-transportation,CONT_AWD_DTFAWA10C00080_6920_-NONE-_-NONE-
