po_number,line_number,item_description,category_code,quantity,unit_price,line_amount
N0001918C1048,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,452,1585354.27,716580129.42
N0001918C1048,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,179,5332095.05,954445013.44
N0001918C1048,3,Defense platform components,CAT-AEROSPACE-DEFENSE,133,3210133.48,426947752.49
FA862616C2138,1,Defense platform components,CAT-AEROSPACE-DEFENSE,428,995249.69,425966868.32
FA862616C2138,2,Defense platform components,CAT-AEROSPACE-DEFENSE,143,3509501.02,501858645.74
FA862616C2138,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,420,370082.14,155434497.2
FA862616C2138,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,242,2012360.23,486991176.25
FA862616C2138,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,330,1577787.57,520669899.56
HSCG2316CAFR625,1,General procurement services,CAT-DEFINITIVE-CONTRACT-GENERAL,203,2847295.11,578000907.83
HSCG2316CAFR625,2,Contract execution support,CAT-DEFINITIVE-CONTRACT-GENERAL,346,2302253.42,796579683.12
HSCG2316CAFR625,3,Contract execution support,CAT-DEFINITIVE-CONTRACT-GENERAL,456,1537597.17,701144308.13
N0002424C2473,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,393,864607.52,339790753.66
N0002424C2473,2,Military program support,CAT-AEROSPACE-DEFENSE,411,1173911.47,482477613.23
N0002424C2473,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,82,5540346.55,454308417.46
N0002424C2473,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,494,1103295.61,545028029.87
N0002424C2473,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,498,492761.42,245395185.78
W56HZV20C0050,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,350,859714.87,300900205.61
W56HZV20C0050,2,Military program support,CAT-AEROSPACE-DEFENSE,10,51738555.87,517385558.72
W56HZV20C0050,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,217,2585508.71,561055390.52
W56HZV20C0050,4,Military program support,CAT-AEROSPACE-DEFENSE,157,1527332.46,239791196.81
W56HZV20C0050,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,107,4176363.86,446870932.77
N0001920C0003,1,Defense platform components,CAT-AEROSPACE-DEFENSE,415,1700802.11,705832873.66
N0001920C0003,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,19,14758911.73,280419322.88
N0001920C0003,3,Military program support,CAT-AEROSPACE-DEFENSE,311,2203555.33,685305706.87
N0001920C0003,4,Military program support,CAT-AEROSPACE-DEFENSE,458,845190.19,387097107.76
FA863422F0035,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,157,3303520.23,518652676.1
FA863422F0035,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,39,8263790.89,322287844.84
FA863422F0035,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,163,3029045.95,493734489.9
FA863422F0035,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,150,4700676.15,705101422.52
N0001924C0032,1,Military program support,CAT-AEROSPACE-DEFENSE,232,2400166.42,556838608.56
N0001924C0032,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,219,918007.18,201043572.2
N0001924C0032,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,407,1371539.81,558216703.37
N0001924C0032,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,296,1756521.67,519930413.13
N0001924C0032,5,Defense platform components,CAT-AEROSPACE-DEFENSE,92,2190061.86,201485690.74
NNG09HR00C,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,74,6125020.03,453251482.27
NNG09HR00C,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,344,1432561.29,492801083.7
NNG09HR00C,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,255,2024246.14,516182766.13
NNG09HR00C,4,Defense platform components,CAT-AEROSPACE-DEFENSE,288,1979516.68,570100802.47
N0001996C0054,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,330,1124111.59,370956824.66
N0001996C0054,2,Military program support,CAT-AEROSPACE-DEFENSE,255,3620337.97,923186182.29
N0001996C0054,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,436,604972.08,263767828.53
N0001996C0054,4,Military program support,CAT-AEROSPACE-DEFENSE,494,960076.55,474277815.29
N0002419C2210,1,Military program support,CAT-AEROSPACE-DEFENSE,294,1380268.96,405799074.51
N0002419C2210,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,206,888629.43,183057661.71
N0002419C2210,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,131,3457882.79,452982645.66
N0002419C2210,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,385,1629383.74,627312739.02
N0002419C2210,5,Defense platform components,CAT-AEROSPACE-DEFENSE,368,952679.99,350586235.16
DEAC2901AL66444,1,Utility infrastructure support,CAT-ENERGY-UTILITIES,492,765757.6,376752737.3
DEAC2901AL66444,2,Environmental and energy operations,CAT-ENERGY-UTILITIES,67,8364272.8,560406277.31
DEAC2901AL66444,3,Fuel and utility services,CAT-ENERGY-UTILITIES,268,2675959.0,717157011.69
DEAC2901AL66444,4,Fuel and utility services,CAT-ENERGY-UTILITIES,147,2405338.19,353584713.5
W56HZV15CA001,1,Military program support,CAT-AEROSPACE-DEFENSE,67,9577570.85,641697246.67
W56HZV15CA001,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,450,871194.19,392037383.55
W56HZV15CA001,3,Military program support,CAT-AEROSPACE-DEFENSE,37,11059933.09,409217524.48
W56HZV15CA001,4,Military program support,CAT-AEROSPACE-DEFENSE,167,3375464.02,563702491.66
DEFE0011020,1,Power systems maintenance,CAT-ENERGY-UTILITIES,192,2436325.52,467774499.51
DEFE0011020,2,Utility infrastructure support,CAT-ENERGY-UTILITIES,440,2100468.55,924206161.96
DEFE0011020,3,Fuel and utility services,CAT-ENERGY-UTILITIES,461,1310952.37,604349041.99
FA880615C0001,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,251,2105061.97,528370554.73
FA880615C0001,2,Defense platform components,CAT-AEROSPACE-DEFENSE,236,2111461.79,498304981.26
FA880615C0001,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,77,6023933.85,463842906.7
FA880615C0001,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,62,7776758.64,482159035.42
N0002406C2115,1,Military program support,CAT-AEROSPACE-DEFENSE,91,7859914.36,715252206.48
N0002406C2115,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,81,5693507.51,461174108.67
N0002406C2115,3,Defense platform components,CAT-AEROSPACE-DEFENSE,103,7582007.39,780946760.85
FA862518F7028,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,435,958362.38,416887635.88
FA862518F7028,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,41,19418315.31,796150927.65
FA862518F7028,3,Military program support,CAT-AEROSPACE-DEFENSE,18,40916809.31,736502567.57
N0001919F2474,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,88,8843205.69,778202101.15
N0001919F2474,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,353,1620588.7,572067812.05
N0001919F2474,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,187,3158141.89,590572533.42
W911XK22C0006,1,Military program support,CAT-AEROSPACE-DEFENSE,69,9380145.98,647230072.47
W911XK22C0006,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,174,2697212.2,469314922.94
W911XK22C0006,3,Military program support,CAT-AEROSPACE-DEFENSE,200,2419352.13,483870426.27
W911XK22C0006,4,Defense platform components,CAT-AEROSPACE-DEFENSE,424,793315.05,336365581.93
80MSFC18C0011,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,5,87469379.83,437346899.15
80MSFC18C0011,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,302,1156008.14,349114458.96
80MSFC18C0011,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,27,11052687.66,298422566.69
80MSFC18C0011,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,35,19216078.61,672562751.48
80MSFC18C0011,5,Defense platform components,CAT-AEROSPACE-DEFENSE,254,682002.52,173228640.28
N0001918C1041,1,Military program support,CAT-AEROSPACE-DEFENSE,252,2105878.85,530681470.76
N0001918C1041,2,Military program support,CAT-AEROSPACE-DEFENSE,418,736670.5,307928270.62
N0001918C1041,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,293,1840137.8,539160374.84
N0001918C1041,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,476,1127304.11,536596755.53
N0001920C0032,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,199,2031705.63,404309420.45
N0001920C0032,2,Military program support,CAT-AEROSPACE-DEFENSE,280,1554170.1,435167628.93
N0001920C0032,3,Military program support,CAT-AEROSPACE-DEFENSE,136,3152856.9,428788537.72
N0001920C0032,4,Defense platform components,CAT-AEROSPACE-DEFENSE,354,596294.17,211088136.63
N0001920C0032,5,Aircraft systems support,CAT-AEROSPACE-DEFENSE,496,857192.05,425167258.55
N0002407C6119,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,10,38747850.12,387478501.17
N0002407C6119,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,435,1696486.53,737971640.62
N0002407C6119,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,352,2212657.03,778855276.24
W58RGZ19C0027,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,236,3217840.8,759410429.63
W58RGZ19C0027,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,86,6005140.84,516442112.0
W58RGZ19C0027,3,Military program support,CAT-AEROSPACE-DEFENSE,353,1757236.62,620304527.48
N0002419C2235,1,Military program support,CAT-AEROSPACE-DEFENSE,317,1146957.76,363585608.89
N0002419C2235,2,Defense platform components,CAT-AEROSPACE-DEFENSE,218,3249680.56,708430362.48
N0002419C2235,3,Defense platform components,CAT-AEROSPACE-DEFENSE,448,1035036.53,463696365.39
N0002419C2235,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,279,1269079.93,354073301.31
HQ027615C0005,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,193,1528442.42,294989386.31
HQ027615C0005,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,186,3096990.24,576040183.98
HQ027615C0005,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,223,1180759.82,263309439.97
HQ027615C0005,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,28,25953619.74,726701352.77
N0001920C0006,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,436,1582240.0,689856641.39
N0001920C0006,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,23,25399890.95,584197491.89
N0001920C0006,3,Defense platform components,CAT-AEROSPACE-DEFENSE,248,2352845.37,583505652.42
W912PL19C0015,1,Defense platform components,CAT-AEROSPACE-DEFENSE,123,4987651.75,613481165.79
W912PL19C0015,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,260,1096193.63,285010343.89
W912PL19C0015,3,Military program support,CAT-AEROSPACE-DEFENSE,38,13943404.9,529849386.11
W912PL19C0015,4,Military program support,CAT-AEROSPACE-DEFENSE,123,3486475.87,428836531.6
W31P4Q15C0151,1,Defense platform components,CAT-AEROSPACE-DEFENSE,282,1430534.41,403410703.36
W31P4Q15C0151,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,77,2306117.27,177571029.92
W31P4Q15C0151,3,Defense platform components,CAT-AEROSPACE-DEFENSE,163,2436537.9,397155677.24
W31P4Q15C0151,4,Military program support,CAT-AEROSPACE-DEFENSE,196,2393838.03,469192254.79
W31P4Q15C0151,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,308,1279796.41,394177295.5
N0001917C0010,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,484,1341626.24,649347101.2
N0001917C0010,2,Defense platform components,CAT-AEROSPACE-DEFENSE,15,49968739.95,749531099.19
N0001917C0010,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,54,8144046.2,439778494.73
DOCDG133E09CN0094,1,Contract execution support,CAT-DEFINITIVE-CONTRACT-GENERAL,463,1149033.48,532002502.86
DOCDG133E09CN0094,2,General procurement services,CAT-DEFINITIVE-CONTRACT-GENERAL,441,1046497.88,461505566.04
DOCDG133E09CN0094,3,General procurement services,CAT-DEFINITIVE-CONTRACT-GENERAL,146,2736361.52,399508782.59
DOCDG133E09CN0094,4,Contract execution support,CAT-DEFINITIVE-CONTRACT-GENERAL,430,1007143.56,433071730.37
N4008521C0077,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,452,972982.63,439788146.86
N4008521C0077,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,424,491810.7,208527736.58
N4008521C0077,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,266,775113.57,206180209.93
N4008521C0077,4,Military program support,CAT-AEROSPACE-DEFENSE,39,11802745.82,460307087.12
N4008521C0077,5,Military program support,CAT-AEROSPACE-DEFENSE,454,1113429.34,505496918.88
N0002413C5116,1,Military program support,CAT-AEROSPACE-DEFENSE,379,1096634.59,415624508.36
N0002413C5116,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,29,21650314.51,627859120.81
N0002413C5116,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,366,813848.01,297868372.69
N0002413C5116,4,Defense platform components,CAT-AEROSPACE-DEFENSE,235,2003798.26,470892591.2
N0001919C0008,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,435,936451.82,407356539.96
N0001919C0008,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,339,1122770.45,380619180.96
N0001919C0008,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,258,1299202.24,335194178.96
N0001919C0008,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,123,2311667.98,284335161.85
N0001919C0008,5,Aircraft systems support,CAT-AEROSPACE-DEFENSE,451,895884.14,404043745.64
N0001918C1012,1,Defense platform components,CAT-AEROSPACE-DEFENSE,283,1334614.24,377695829.27
N0001918C1012,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,80,4406732.97,352538637.53
N0001918C1012,3,Defense platform components,CAT-AEROSPACE-DEFENSE,449,564643.17,253524781.5
N0001918C1012,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,49,7401961.49,362696112.96
N0001918C1012,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,418,1100880.79,460168171.53
N0001922C0041,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,405,423028.95,171326724.84
N0001922C0041,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,188,2554189.94,480187708.7
N0001922C0041,3,Military program support,CAT-AEROSPACE-DEFENSE,382,926789.16,354033458.76
N0001922C0041,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,7,79659799.21,557618594.44
N0001922C0041,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,366,662337.02,242415349.7
N0001916C0002,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,185,3463107.24,640674839.45
N0001916C0002,2,Defense platform components,CAT-AEROSPACE-DEFENSE,44,10476555.77,460968453.75
N0001916C0002,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,78,8895457.78,693845706.8
70B01C26F00000073,1,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,176,1598288.81,281298830.73
70B01C26F00000073,2,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,226,2025600.89,457785801.12
70B01C26F00000073,3,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,88,3800678.95,334459747.49
70B01C26F00000073,4,Transportation support,CAT-LOGISTICS-TRANSPORTATION,251,1898221.12,476453502.19
70B01C26F00000073,5,Transportation support,CAT-LOGISTICS-TRANSPORTATION,77,3084443.1,237502118.47
N0001913C0023,1,Military program support,CAT-AEROSPACE-DEFENSE,350,2104056.73,736419856.55
N0001913C0023,2,Military program support,CAT-AEROSPACE-DEFENSE,184,2246356.74,413329640.39
N0001913C0023,3,Defense platform components,CAT-AEROSPACE-DEFENSE,414,818492.13,338855740.55
N0001913C0023,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,386,760534.17,293566191.49
75N91020F00003,1,Laboratory services,CAT-HEALTHCARE-MEDICAL,344,1715293.11,590060829.79
75N91020F00003,2,Medical supplies,CAT-HEALTHCARE-MEDICAL,203,3244610.79,658655990.69
75N91020F00003,3,Clinical operations support,CAT-HEALTHCARE-MEDICAL,206,2556619.78,526663675.65
FA867515C0022,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,464,1374251.11,637652515.03
FA867515C0022,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,445,1275515.1,567604217.57
FA867515C0022,3,Defense platform components,CAT-AEROSPACE-DEFENSE,374,1509541.36,564568468.33
N0001915C0031,1,Military program support,CAT-AEROSPACE-DEFENSE,471,884127.78,416424184.53
N0001915C0031,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,421,869026.34,365860088.05
N0001915C0031,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,254,1395386.91,354428275.87
N0001915C0031,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,262,1593071.17,417384647.1
N0001915C0031,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,229,918787.25,210402279.61
75A50120C00034,1,Clinical operations support,CAT-HEALTHCARE-MEDICAL,249,1568798.63,390630859.32
75A50120C00034,2,Pharmaceutical supply services,CAT-HEALTHCARE-MEDICAL,28,18100385.49,506810793.71
75A50120C00034,3,Healthcare support services,CAT-HEALTHCARE-MEDICAL,15,37993865.91,569907988.67
75A50120C00034,4,Laboratory services,CAT-HEALTHCARE-MEDICAL,236,1216084.06,286995838.75
80MSFC23CA014,1,Defense platform components,CAT-AEROSPACE-DEFENSE,288,1218082.68,350807812.77
80MSFC23CA014,2,Defense platform components,CAT-AEROSPACE-DEFENSE,286,2419082.53,691857604.92
80MSFC23CA014,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,6,60522084.18,363132505.06
80MSFC23CA014,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,202,1647095.38,332713267.4
FA861517C6047,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,316,1231552.12,389170469.99
FA861517C6047,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,254,1059574.57,269131940.68
FA861517C6047,3,Military program support,CAT-AEROSPACE-DEFENSE,51,6922015.29,353022779.69
FA861517C6047,4,Military program support,CAT-AEROSPACE-DEFENSE,368,1277358.85,470068056.66
FA861517C6047,5,Military program support,CAT-AEROSPACE-DEFENSE,8,31140564.04,249124512.28
FA881119C0002,1,Military program support,CAT-AEROSPACE-DEFENSE,55,5363907.22,295014897.01
FA881119C0002,2,Defense platform components,CAT-AEROSPACE-DEFENSE,186,2759642.69,513293541.24
FA881119C0002,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,147,3410167.91,501294682.29
FA881119C0002,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,38,11029115.8,419106400.39
N0001914C0037,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,326,1931923.07,629806921.49
N0001914C0037,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,461,1060469.76,488876558.63
N0001914C0037,3,Defense platform components,CAT-AEROSPACE-DEFENSE,405,1501341.51,608043313.18
F1962800C0100,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,12,80057232.37,960686788.47
F1962800C0100,2,Military program support,CAT-AEROSPACE-DEFENSE,4,117998103.78,471992415.14
F1962800C0100,3,Military program support,CAT-AEROSPACE-DEFENSE,199,1474397.02,293405007.71
70B01C26F00000345,1,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,398,1615343.03,642906527.71
70B01C26F00000345,2,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,365,1514811.82,552906313.76
70B01C26F00000345,3,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,233,2249901.97,524227158.53
89303921FEM400037,1,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,382,1177414.43,449772310.65
89303921FEM400037,2,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,289,1659194.57,479507230.97
89303921FEM400037,3,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,18,17065079.24,307171426.28
89303921FEM400037,4,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,430,1082190.78,465342036.83
DTFAWA10C00080,1,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,283,1280848.43,362480105.41
DTFAWA10C00080,2,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,238,1756060.16,417942318.0
DTFAWA10C00080,3,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,220,1430666.55,314746641.78
DTFAWA10C00080,4,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,100,3330462.56,333046255.67
DTFAWA10C00080,5,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,374,731234.35,273481645.98
W31P4Q19C0076,1,Defense platform components,CAT-AEROSPACE-DEFENSE,350,2136248.01,747686801.81
W31P4Q19C0076,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,297,949772.06,282082302.72
W31P4Q19C0076,3,Military program support,CAT-AEROSPACE-DEFENSE,464,1433338.55,665069087.21
N0002414C5315,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,160,3101881.15,496300984.4
N0002414C5315,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,266,1808000.6,480928160.74
N0002414C5315,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,477,1454999.64,694034826.69
FA862616C2139,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,243,2241521.2,544689652.2
FA862616C2139,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,43,10261513.37,441245074.99
FA862616C2139,3,Defense platform components,CAT-AEROSPACE-DEFENSE,479,500758.38,239863262.15
FA862616C2139,4,Defense platform components,CAT-AEROSPACE-DEFENSE,373,1140487.09,425401684.23
70B01C26F00000044,1,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,299,2531946.27,757051933.57
70B01C26F00000044,2,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,142,3369788.16,478509918.73
70B01C26F00000044,3,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,452,918566.7,415192147.7
N0002418C2300,1,Defense platform components,CAT-AEROSPACE-DEFENSE,133,4588171.65,610226829.59
N0002418C2300,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,303,958710.06,290489149.12
N0002418C2300,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,201,3613602.34,726334069.81
N0001915C0114,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,265,552610.61,146441811.57
N0001915C0114,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,321,1609510.87,516652990.47
N0001915C0114,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,143,1884104.85,269426994.2
N0001915C0114,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,392,495642.0,194291665.9
N0001915C0114,5,Aircraft systems support,CAT-AEROSPACE-DEFENSE,26,19008824.25,494229430.54
N6852022F7005,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,429,1476460.33,633401482.43
N6852022F7005,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,195,1424742.27,277824742.16
N6852022F7005,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,426,1659458.77,706929434.49
NNH15CN76C,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,6,58635537.47,351813224.8
NNH15CN76C,2,Defense platform components,CAT-AEROSPACE-DEFENSE,208,1133136.27,235692344.73
NNH15CN76C,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,406,596207.11,242060087.18
NNH15CN76C,4,Defense platform components,CAT-AEROSPACE-DEFENSE,84,3395829.54,285249681.2
NNH15CN76C,5,Aircraft systems support,CAT-AEROSPACE-DEFENSE,231,2164405.27,499977617.39
W31P4Q23F0006,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,341,1961814.15,668978625.69
W31P4Q23F0006,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,378,979484.8,370245254.12
W31P4Q23F0006,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,226,2533493.84,572569607.42
W31P4Q23C0036,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,234,1120679.78,262239069.34
W31P4Q23C0036,2,Defense platform components,CAT-AEROSPACE-DEFENSE,223,1290421.86,287764074.72
W31P4Q23C0036,3,Military program support,CAT-AEROSPACE-DEFENSE,175,2572626.56,450209647.41
W31P4Q23C0036,4,Defense platform components,CAT-AEROSPACE-DEFENSE,147,2114295.84,310801488.59
W31P4Q23C0036,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,337,880884.35,296858024.68
80NM0021F0008,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,137,2372411.64,325020394.46
80NM0021F0008,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,181,2378059.73,430428811.34
80NM0021F0008,3,Military program support,CAT-AEROSPACE-DEFENSE,303,1652943.28,500841814.3
80NM0021F0008,4,Defense platform components,CAT-AEROSPACE-DEFENSE,458,759893.98,348031442.9
0007-2,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,480,349626.86,167820891.15
0007-2,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,218,1724032.17,375839013.44
0007-2,3,Defense platform components,CAT-AEROSPACE-DEFENSE,57,6596381.9,375993768.54
0007-2,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,322,1370972.68,441453202.24
0007-2,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,155,1503188.16,232994165.32
89303321CEM000080,1,Utility infrastructure support,CAT-ENERGY-UTILITIES,274,1318262.95,361204046.93
89303321CEM000080,2,Energy services,CAT-ENERGY-UTILITIES,82,6780900.17,556033814.04
89303321CEM000080,3,Utility infrastructure support,CAT-ENERGY-UTILITIES,38,9651994.29,366775782.91
89303321CEM000080,4,Environmental and energy operations,CAT-ENERGY-UTILITIES,494,625616.72,309054657.3
36C10B22F0089,1,Data systems support,CAT-IT,486,536582.99,260779331.19
36C10B22F0089,2,Software services,CAT-IT,361,1824730.27,658727626.57
36C10B22F0089,3,Data systems support,CAT-IT,267,2511720.24,670629304.11
70B01C26F00000292,1,Infrastructure repair services,CAT-CONSTRUCTION-FACILITIES,261,1315204.29,343268320.41
70B01C26F00000292,2,Building renovation support,CAT-CONSTRUCTION-FACILITIES,392,1335110.24,523363213.16
70B01C26F00000292,3,Site operations support,CAT-CONSTRUCTION-FACILITIES,125,5749547.14,718693392.43
HSCG2314CAPC002,1,Building renovation support,CAT-CONSTRUCTION-FACILITIES,154,1743128.43,268441778.6
HSCG2314CAPC002,2,Construction services,CAT-CONSTRUCTION-FACILITIES,336,1171526.35,393632855.12
HSCG2314CAPC002,3,Infrastructure repair services,CAT-CONSTRUCTION-FACILITIES,16,28473153.42,455570454.75
HSCG2314CAPC002,4,Site operations support,CAT-CONSTRUCTION-FACILITIES,421,1095125.21,461047714.77
FA861120F1010,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,483,485876.48,234678338.68
FA861120F1010,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,170,2072346.42,352298891.07
FA861120F1010,3,Military program support,CAT-AEROSPACE-DEFENSE,338,1093976.61,369764094.48
FA861120F1010,4,Defense platform components,CAT-AEROSPACE-DEFENSE,426,816193.72,347698526.27
FA861120F1010,5,Military program support,CAT-AEROSPACE-DEFENSE,485,554038.34,268708595.72
